run,tag,step,value,wall_time
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,54,0.3317558169364929,1778917768.2264605
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,55,0.5563786029815674,1778917769.2623217
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,56,0.6452265977859497,1778917770.2667725
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,57,0.5009825229644775,1778917771.2753048
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,58,0.023814529180526733,1778917772.3547494
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,59,0.009691614657640457,1778917773.3538773
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,60,0.009691614657640457,1778917774.3689163
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,61,0.2299472540616989,1778917775.375756
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,62,0.3817908465862274,1778917776.3827138
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,63,0.0019990266300737858,1778917777.3888202
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,64,0.0019990266300737858,1778917778.3925118
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,65,0.0019990266300737858,1778917779.4052002
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,66,0.03010965883731842,1778917780.4380538
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,67,0.03750719875097275,1778917781.4409506
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,68,0.03750719875097275,1778917782.4546251
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,69,0.03750719875097275,1778917783.56099
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,70,0.03750719875097275,1778917784.564631
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,71,0.03750719875097275,1778917785.562368
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,72,0.02208242192864418,1778917786.576644
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,73,0.00048773642629384995,1778917787.5921738
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,74,0.00048773642629384995,1778917788.6096423
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,75,0.00048773642629384995,1778917789.622122
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,76,0.21746008098125458,1778917790.6352084
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,77,0.21746008098125458,1778917791.6402903
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,78,0.21746008098125458,1778917792.6400478
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,79,0.21746008098125458,1778917793.7793167
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,80,0.21746008098125458,1778917794.7828572
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,81,0.21746008098125458,1778917795.7809668
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,82,0.06366796791553497,1778917796.7897506
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,83,0.05698135122656822,1778917797.8016298
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,84,0.05698135122656822,1778917798.8086026
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,85,0.05698135122656822,1778917799.8079312
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,86,0.07245089113712311,1778917800.8220897
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,87,0.19337397813796997,1778917801.8428082
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,88,0.17822062969207764,1778917802.8524883
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,89,0.18802952766418457,1778917803.8556583
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,90,0.18802952766418457,1778917805.0029876
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,91,0.18802952766418457,1778917806.0044935
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,92,0.1409492939710617,1778917807.0238085
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,93,0.06879167258739471,1778917808.034416
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,94,0.6606061458587646,1778917809.053259
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,95,0.4578879773616791,1778917810.0540404
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,96,0.4578879773616791,1778917811.0624082
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,97,0.4578879773616791,1778917812.0870483
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,98,0.4578879773616791,1778917813.0893688
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,99,0.4602585732936859,1778917814.103324
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,100,0.4727274775505066,1778917815.1225536
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,101,0.4727274775505066,1778917816.245434
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,102,0.4727274775505066,1778917817.247857
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,103,0.17943748831748962,1778917818.2587326
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,104,0.13753889501094818,1778917819.2647352
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,105,0.13753889501094818,1778917820.265909
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,106,0.13753889501094818,1778917821.26779
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,107,0.12924812734127045,1778917822.27435
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,108,0.07121264934539795,1778917823.2919884
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,109,0.07121264934539795,1778917824.294452
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,110,0.07121264934539795,1778917825.2967784
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,111,0.07121264934539795,1778917826.308383
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,112,0.07121264934539795,1778917827.3156102
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,113,0.07121264934539795,1778917828.3219178
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,114,0.062468256801366806,1778917829.3262796
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,115,0.059553466737270355,1778917830.3301342
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,116,0.059553466737270355,1778917831.3302486
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,117,0.1436290293931961,1778917832.3406274
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,118,0.3117801547050476,1778917833.3534012
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,119,0.3117801547050476,1778917834.3627007
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,120,0.3117801547050476,1778917835.3727257
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,121,0.3117801547050476,1778917836.3807433
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,122,0.3117801547050476,1778917837.529169
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,123,0.23986384272575378,1778917838.5367212
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,124,0.06521003693342209,1778917839.5369143
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,125,0.06521003693342209,1778917840.5328112
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,126,0.06521003693342209,1778917841.5468023
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,127,0.12780773639678955,1778917842.5515006
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,128,0.29436081647872925,1778917843.5593839
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,129,0.22882883250713348,1778917844.5663042
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,130,0.0831381306052208,1778917845.5696561
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,131,0.010292778722941875,1778917846.5662792
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,132,0.010292778722941875,1778917847.5643096
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,133,0.010292778722941875,1778917848.7012594
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,134,0.193226620554924,1778917849.7112992
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,135,0.7997506856918335,1778917850.7257628
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,136,0.3203114867210388,1778917851.7501051
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,137,0.21187178790569305,1778917852.7549126
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,138,0.19585764408111572,1778917853.7848077
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,139,0.030879897996783257,1778917854.8180172
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,140,0.05323557183146477,1778917855.8207347
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,141,0.10816596448421478,1778917856.8347676
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,142,0.04985461384057999,1778917857.8340871
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,143,0.04985461384057999,1778917858.832223
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,144,0.047635700553655624,1778917859.9538321
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,145,0.03920383378863335,1778917860.95581
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,146,0.03920383378863335,1778917861.957316
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,147,0.03920383378863335,1778917862.9526258
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,148,0.03920383378863335,1778917863.9427578
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,149,0.046775758266448975,1778917864.9477499
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,150,0.055724404752254486,1778917865.9670467
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,151,0.055724404752254486,1778917866.9911757
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,152,0.09350966662168503,1778917868.0085633
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,153,0.09890756011009216,1778917869.0058882
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,154,0.09890756011009216,1778917870.1358323
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,155,0.13630017638206482,1778917871.1348538
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,156,0.5476189851760864,1778917872.1503785
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,157,0.5476189851760864,1778917873.1587863
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,158,0.5476189851760864,1778917874.1597822
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,159,0.2983231544494629,1778917875.1658835
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,160,0.1736752688884735,1778917876.1682558
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,161,0.1736752688884735,1778917877.1743398
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,162,0.1736752688884735,1778917878.1842506
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,163,0.1736752688884735,1778917879.188909
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,164,0.1736752688884735,1778917880.1887667
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,165,0.32365769147872925,1778917881.3054597
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,166,0.4136471450328827,1778917882.3032367
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,167,0.4136471450328827,1778917883.3054178
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,168,0.4136471450328827,1778917884.2940483
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,169,0.38901710510253906,1778917885.2976866
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,170,0.6723768711090088,1778917886.2984087
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,171,0.8873431086540222,1778917887.306311
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,172,0.5707645416259766,1778917888.3059142
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,173,0.5707645416259766,1778917889.3121884
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,174,0.5707645416259766,1778917890.3114007
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,175,0.5707645416259766,1778917891.3291495
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,176,0.29192203283309937,1778917892.4906616
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,177,0.20449575781822205,1778917893.500846
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,178,0.43509459495544434,1778917894.5064511
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,179,0.4830573499202728,1778917895.5058281
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,180,0.32904738187789917,1778917896.5032666
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,181,0.3191368579864502,1778917897.5104113
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,182,0.3918006420135498,1778917898.5501235
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,183,0.3012368679046631,1778917899.54913
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,184,0.3012368679046631,1778917900.5418088
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,185,0.3012368679046631,1778917901.5510492
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,186,0.46738240122795105,1778917902.6559443
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,187,0.6079670786857605,1778917903.6669106
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,188,0.6079670786857605,1778917904.6627674
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,189,0.6079670786857605,1778917905.665518
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,190,0.6079670786857605,1778917906.6636696
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,191,0.32097291946411133,1778917907.6755853
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,192,0.24544811248779297,1778917908.6864262
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,193,0.21171864867210388,1778917909.7065525
unitree_go2_flat,Episode_Reward/track_lin_vel_xy_exp,194,0.0835467129945755,1778917910.709367
